SalesDate,Sales
2013-01-31,98152
2013-02-28,94250
2013-03-31,109709
2013-04-30,99595
2013-05-31,101411
2013-06-30,103026
2013-07-31,119377
2013-08-31,123418
2013-09-30,111562
2013-10-31,113881
2013-11-30,117828
2013-12-31,146906
2014-01-31,115760
2014-02-28,110901
2014-03-31,120589
2014-04-30,121995
2014-05-31,126820
2014-06-30,123439
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,138625
2015-02-28,119029
2015-03-31,138526
2015-04-30,131245
2015-05-31,131225
2015-06-30,142048
2015-07-31,151507
