SalesDate,Sales
2013-01-31,251664
2013-02-28,236132
2013-03-31,268145
2013-04-30,254237
2013-05-31,255450
2013-06-30,238463
2013-07-31,279298
2013-08-31,256346
2013-09-30,233658
2013-10-31,251302
2013-11-30,277275
2013-12-31,310501
2014-01-31,259455
2014-02-28,252793
2014-03-31,296134
2014-04-30,272130
2014-05-31,264474
2014-06-30,261711
2014-07-31,281263
2014-08-31,256508
2014-09-30,260189
2014-10-31,263631
2014-11-30,307791
2014-12-31,320290
2015-01-31,282670
2015-02-28,249806
2015-03-31,281821
2015-04-30,267987
2015-05-31,256783
2015-06-30,278989
2015-07-31,285945
