SalesDate,Sales
2013-01-31,167061
2013-02-28,160460
2013-03-31,188236
2013-04-30,168743
2013-05-31,172022
2013-06-30,171977
2013-07-31,188994
2013-08-31,201074
2013-09-30,170941
2013-10-31,173122
2013-11-30,196245
2013-12-31,223927
2014-01-31,182138
2014-02-28,173232
2014-03-31,191517
2014-04-30,191674
2014-05-31,189404
2014-06-30,184077
2014-07-31,201080
2014-08-31,200628
2014-09-30,191218
2014-10-31,188976
2014-11-30,207491
2014-12-31,240944
2015-01-31,200340
2015-02-28,181614
2015-03-31,205663
2015-04-30,199470
2015-05-31,194643
2015-06-30,208364
2015-07-31,213051
