SalesDate,Sales
2013-01-31,136755
2013-02-28,132112
2013-03-31,155791
2013-04-30,135322
2013-05-31,142110
2013-06-30,153661
2013-07-31,128351
2013-08-31,143207
2013-09-30,122760
2013-10-31,136052
2013-11-30,160013
2013-12-31,197846
2014-01-31,135367
2014-02-28,123829
2014-03-31,135253
2014-04-30,142460
2014-05-31,141962
2014-06-30,134432
2014-07-31,148777
2014-08-31,151986
2014-09-30,135657
2014-10-31,143367
2014-11-30,162971
2014-12-31,207121
2015-01-31,144748
2015-02-28,130853
2015-03-31,147605
2015-04-30,143787
2015-05-31,141093
2015-06-30,144192
2015-07-31,161088
