SalesDate,Sales
2013-01-31,132544
2013-02-28,126643
2013-03-31,144258
2013-04-30,132499
2013-05-31,131501
2013-06-30,132249
2013-07-31,150115
2013-08-31,130518
2013-09-30,124327
2013-10-31,132883
2013-11-30,136567
2013-12-31,157927
2014-01-31,138710
2014-02-28,128650
2014-03-31,145048
2014-04-30,137274
2014-05-31,138040
2014-06-30,139821
2014-07-31,141099
2014-08-31,133832
2014-09-30,141173
2014-10-31,137824
2014-11-30,142674
2014-12-31,162781
2015-01-31,140832
2015-02-28,125147
2015-03-31,147756
2015-04-30,135969
2015-05-31,133503
2015-06-30,148241
2015-07-31,140769
