SalesDate,Sales
2013-01-31,194491
2013-02-28,178576
2013-03-31,204023
2013-04-30,197784
2013-05-31,188853
2013-06-30,173681
2013-07-31,225302
2013-08-31,191497
2013-09-30,175695
2013-10-31,195593
2013-11-30,193369
2013-12-31,230285
2014-01-31,202534
2014-02-28,188168
2014-03-31,199566
2014-04-30,202632
2014-05-31,196174
2014-06-30,188765
2014-07-31,214597
2014-08-31,188242
2014-09-30,205160
2014-10-31,203765
2014-11-30,204567
2014-12-31,230734
2015-01-31,208168
2015-02-28,186254
2015-03-31,211441
2015-04-30,209379
2015-05-31,193125
2015-06-30,210731
2015-07-31,213350
