SalesDate,Sales
2013-01-31,378964
2013-02-28,358610
2013-03-31,407788
2013-04-30,382527
2013-05-31,380147
2013-06-30,348635
2013-07-31,393006
2013-08-31,379783
2013-09-30,380649
2013-10-31,396931
2013-11-30,411067
2013-12-31,469590
2014-01-31,409565
2014-02-28,394845
2014-03-31,401010
2014-04-30,401984
2014-05-31,407424
2014-06-30,388737
2014-07-31,397166
2014-08-31,381775
2014-09-30,404233
2014-10-31,402561
2014-11-30,448331
2014-12-31,473905
2015-01-31,427082
2015-02-28,379319
2015-03-31,441483
2015-04-30,420713
2015-05-31,416159
2015-06-30,451891
2015-07-31,405851
