SalesDate,Sales
2013-01-31,139835
2013-02-28,134232
2013-03-31,149240
2013-04-30,136437
2013-05-31,139076
2013-06-30,140825
2013-07-31,157206
2013-08-31,135620
2013-09-30,128494
2013-10-31,138889
2013-11-30,154217
2013-12-31,182060
2014-01-31,143005
2014-02-28,133208
2014-03-31,133716
2014-04-30,140083
2014-05-31,140828
2014-06-30,137576
2014-07-31,150172
2014-08-31,122325
2014-09-30,132206
2014-10-31,142517
2014-11-30,156357
2014-12-31,180826
2015-01-31,142237
2015-02-28,123950
2015-03-31,140263
2015-04-30,136854
2015-05-31,125989
2015-06-30,143283
2015-07-31,146412
