SalesDate,Sales
2013-01-31,130903
2013-02-28,124703
2013-03-31,149877
2013-04-30,137762
2013-05-31,136766
2013-06-30,138323
2013-07-31,159471
2013-08-31,153228
2013-09-30,140299
2013-10-31,147522
2013-11-30,150140
2013-12-31,178118
2014-01-31,149546
2014-02-28,144956
2014-03-31,165109
2014-04-30,158568
2014-05-31,163721
2014-06-30,166562
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,176316
2015-02-28,159052
2015-03-31,191768
2015-04-30,172742
2015-05-31,173229
2015-06-30,191487
2015-07-31,187259
