SalesDate,Sales
2013-01-31,143390
2013-02-28,133667
2013-03-31,168984
2013-04-30,154005
2013-05-31,152311
2013-06-30,155345
2013-07-31,177949
2013-08-31,172575
2013-09-30,152030
2013-10-31,163008
2013-11-30,167675
2013-12-31,206876
2014-01-31,166917
2014-02-28,163557
2014-03-31,187485
2014-04-30,183633
2014-05-31,185579
2014-06-30,175704
2014-07-31,210699
2014-08-31,183078
2014-09-30,196891
2014-10-31,191102
2014-11-30,188069
2014-12-31,219556
2015-01-31,184135
2015-02-28,172190
2015-03-31,204625
2015-04-30,190258
2015-05-31,180288
2015-06-30,196873
2015-07-31,206226
