SalesDate,Sales
2013-01-31,167960
2013-02-28,154424
2013-03-31,180669
2013-04-30,167359
2013-05-31,169918
2013-06-30,164453
2013-07-31,191228
2013-08-31,182972
2013-09-30,160609
2013-10-31,164773
2013-11-30,143661
2013-12-31,163065
2014-01-31,123307
2014-02-28,116491
2014-03-31,136686
2014-04-30,138075
2014-05-31,141269
2014-06-30,137623
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,138521
2015-02-28,127006
2015-03-31,143532
2015-04-30,141900
2015-05-31,134458
2015-06-30,142013
2015-07-31,152418
