SalesDate,Sales
2013-01-31,199558
2013-02-28,178316
2013-03-31,211398
2013-04-30,191356
2013-05-31,205540
2013-06-30,198917
2013-07-31,232209
2013-08-31,230079
2013-09-30,195233
2013-10-31,214009
2013-11-30,212210
2013-12-31,260237
2014-01-31,203933
2014-02-28,183638
2014-03-31,196586
2014-04-30,205860
2014-05-31,213283
2014-06-30,206620
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,211131
2015-02-28,189595
2015-03-31,207391
2015-04-30,212652
2015-05-31,209700
2015-06-30,222794
2015-07-31,231695
