SalesDate,Sales
2013-01-31,159558
2013-02-28,146985
2013-03-31,170015
2013-04-30,159666
2013-05-31,160750
2013-06-30,164346
2013-07-31,187226
2013-08-31,162798
2013-09-30,159248
2013-10-31,178094
2013-11-30,177905
2013-12-31,194795
2014-01-31,166265
2014-02-28,159655
2014-03-31,174062
2014-04-30,169984
2014-05-31,178124
2014-06-30,169775
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,188740
2015-02-28,169340
2015-03-31,192725
2015-04-30,179832
2015-05-31,181813
2015-06-30,190389
2015-07-31,203008
