SalesDate,Sales
2013-01-31,167566
2013-02-28,158559
2013-03-31,189391
2013-04-30,173871
2013-05-31,170081
2013-06-30,175008
2013-07-31,208593
2013-08-31,179006
2013-09-30,178185
2013-10-31,187293
2013-11-30,188926
2013-12-31,220213
2014-01-31,187260
2014-02-28,178969
2014-03-31,190620
2014-04-30,195183
2014-05-31,194379
2014-06-30,182934
2014-07-31,215648
2014-08-31,179835
2014-09-30,187476
2014-10-31,198572
2014-11-30,207317
2014-12-31,243955
2015-01-31,195920
2015-02-28,181983
2015-03-31,213132
2015-04-30,198100
2015-05-31,190821
2015-06-30,206145
2015-07-31,222950
