SalesDate,Sales
2013-01-31,150302
2013-02-28,139795
2013-03-31,171186
2013-04-30,159079
2013-05-31,151783
2013-06-30,151838
2013-07-31,181568
2013-08-31,164596
2013-09-30,148244
2013-10-31,168387
2013-11-30,171965
2013-12-31,196477
2014-01-31,165109
2014-02-28,150783
2014-03-31,158547
2014-04-30,160738
2014-05-31,163305
2014-06-30,151613
2014-07-31,167592
2014-08-31,160296
2014-09-30,158146
2014-10-31,160153
2014-11-30,168370
2014-12-31,185480
2015-01-31,157923
2015-02-28,138520
2015-03-31,169489
2015-04-30,158476
2015-05-31,158225
2015-06-30,171464
2015-07-31,164231
