SalesDate,Sales
2013-01-31,150233
2013-02-28,146051
2013-03-31,168177
2013-04-30,148216
2013-05-31,150448
2013-06-30,147217
2013-07-31,163583
2013-08-31,180797
2013-09-30,144020
2013-10-31,151523
2013-11-30,173140
2013-12-31,200333
2014-01-31,156623
2014-02-28,148636
2014-03-31,160499
2014-04-30,159255
2014-05-31,157860
2014-06-30,154802
2014-07-31,167127
2014-08-31,169080
2014-09-30,162720
2014-10-31,158099
2014-11-30,175330
2014-12-31,210101
2015-01-31,166865
2015-02-28,155768
2015-03-31,171263
2015-04-30,162374
2015-05-31,154020
2015-06-30,173263
2015-07-31,180607
