SalesDate,Sales
2013-01-31,220070
2013-02-28,202309
2013-03-31,230211
2013-04-30,210771
2013-05-31,221688
2013-06-30,216905
2013-07-31,214616
2013-08-31,224476
2013-09-30,197558
2013-10-31,202985
2013-11-30,221129
2013-12-31,242686
2014-01-31,203287
2014-02-28,194000
2014-03-31,202914
2014-04-30,209774
2014-05-31,210247
2014-06-30,210526
2014-07-31,218139
2014-08-31,204272
2014-09-30,213974
2014-10-31,212256
2014-11-30,227093
2014-12-31,262133
2015-01-31,218925
2015-02-28,197550
2015-03-31,226277
2015-04-30,216101
2015-05-31,205391
2015-06-30,233427
2015-07-31,246645
