SalesDate,Sales
2013-01-31,127466
2013-02-28,123945
2013-03-31,167737
2013-04-30,151639
2013-05-31,142632
2013-06-30,142339
2013-07-31,159013
2013-08-31,164867
2013-09-30,166166
2013-10-31,171971
2013-11-30,178667
2013-12-31,215830
2014-01-31,159212
2014-02-28,158559
2014-03-31,175446
2014-04-30,174461
2014-05-31,175156
2014-06-30,122125
2014-07-31,169941
2014-08-31,180404
2014-09-30,169374
2014-10-31,160680
2014-11-30,169844
2014-12-31,213582
2015-01-31,158618
2015-02-28,145930
2015-03-31,179895
2015-04-30,173972
2015-05-31,168785
2015-06-30,181953
2015-07-31,197255
