SalesDate,Sales
2013-01-31,64397
2013-02-28,60988
2013-03-31,66412
2013-04-30,64414
2013-05-31,7308
2013-06-30,123650
2013-07-31,145171
2013-08-31,132070
2013-09-30,120238
2013-10-31,98665
2013-11-30,108427
2013-12-31,142989
2014-01-31,111878
2014-02-28,105112
2014-03-31,110613
2014-04-30,110771
2014-05-31,107411
2014-06-30,109245
2014-07-31,122077
2014-08-31,104127
2014-09-30,110062
2014-10-31,107717
2014-11-30,117788
2014-12-31,145966
2015-01-31,117856
2015-02-28,102420
2015-03-31,120248
2015-04-30,113085
2015-05-31,100289
2015-06-30,120814
2015-07-31,125649
