SalesDate,Sales
2013-01-31,112481
2013-02-28,104260
2013-03-31,124256
2013-04-30,117654
2013-05-31,116817
2013-06-30,109835
2013-07-31,131807
2013-08-31,116745
2013-09-30,115422
2013-10-31,120516
2013-11-30,137693
2013-12-31,156647
2014-01-31,119264
2014-02-28,115877
2014-03-31,126697
2014-04-30,128955
2014-05-31,123905
2014-06-30,118092
2014-07-31,122551
2014-08-31,110492
2014-09-30,120538
2014-10-31,124468
2014-11-30,146681
2014-12-31,156262
2015-01-31,127798
2015-02-28,112022
2015-03-31,127763
2015-04-30,128007
2015-05-31,113665
2015-06-30,129112
2015-07-31,123223
