SalesDate,Sales
2013-01-31,151895
2013-02-28,145423
2013-03-31,176328
2013-04-30,153697
2013-05-31,158928
2013-06-30,156117
2013-07-31,174957
2013-08-31,180886
2013-09-30,153994
2013-10-31,152617
2013-11-30,171804
2013-12-31,198386
2014-01-31,164439
2014-02-28,153110
2014-03-31,169871
2014-04-30,164651
2014-05-31,163989
2014-06-30,166691
2014-07-31,172582
2014-08-31,176080
2014-09-30,163737
2014-10-31,158624
2014-11-30,178106
2014-12-31,212009
2015-01-31,169652
2015-02-28,154810
2015-03-31,184345
2015-04-30,171915
2015-05-31,164454
2015-06-30,183425
2015-07-31,183988
