SalesDate,Sales
2013-01-31,180490
2013-02-28,165882
2013-03-31,201444
2013-04-30,178224
2013-05-31,175797
2013-06-30,173918
2013-07-31,197278
2013-08-31,192147
2013-09-30,166296
2013-10-31,175845
2013-11-30,180851
2013-12-31,225484
2014-01-31,184462
2014-02-28,174891
2014-03-31,191081
2014-04-30,186833
2014-05-31,184824
2014-06-30,173682
2014-07-31,190613
2014-08-31,175042
2014-09-30,195854
2014-10-31,184887
2014-11-30,202009
2014-12-31,232496
2015-01-31,188177
2015-02-28,175863
2015-03-31,202763
2015-04-30,190056
2015-05-31,185174
2015-06-30,197519
2015-07-31,203446
