SalesDate,Sales
2013-01-31,349370
2013-02-28,327884
2013-03-31,382767
2013-04-30,353978
2013-05-31,351443
2013-06-30,351095
2013-07-31,375754
2013-08-31,391226
2013-09-30,343497
2013-10-31,358151
2013-11-30,405918
2013-12-31,477558
2014-01-31,360415
2014-02-28,343274
2014-03-31,359667
2014-04-30,366130
2014-05-31,368941
2014-06-30,356361
2014-07-31,382258
2014-08-31,371418
2014-09-30,366512
2014-10-31,366297
2014-11-30,404901
2014-12-31,494782
2015-01-31,384771
2015-02-28,346081
2015-03-31,378151
2015-04-30,357573
2015-05-31,350675
2015-06-30,381548
2015-07-31,421822
