SalesDate,Sales
2013-01-31,122146
2013-02-28,118846
2013-03-31,146007
2013-04-30,128543
2013-05-31,131018
2013-06-30,131995
2013-07-31,151544
2013-08-31,159481
2013-09-30,128085
2013-10-31,131511
2013-11-30,152700
2013-12-31,173741
2014-01-31,144377
2014-02-28,128658
2014-03-31,131097
2014-04-30,140043
2014-05-31,142240
2014-06-30,140266
2014-07-31,159956
2014-08-31,161689
2014-09-30,146627
2014-10-31,147050
2014-11-30,163673
2014-12-31,198159
2015-01-31,150955
2015-02-28,137318
2015-03-31,159442
2015-04-30,155707
2015-05-31,148028
2015-06-30,159026
2015-07-31,174393
