SalesDate,Sales
2013-01-31,154242
2013-02-28,145410
2013-03-31,182547
2013-04-30,156670
2013-05-31,159232
2013-06-30,158710
2013-07-31,175403
2013-08-31,182581
2013-09-30,152429
2013-10-31,163377
2013-11-30,186924
2013-12-31,210022
2014-01-31,174531
2014-02-28,159138
2014-03-31,174750
2014-04-30,172976
2014-05-31,173210
2014-06-30,168222
2014-07-31,182522
2014-08-31,186976
2014-09-30,176133
2014-10-31,181728
2014-11-30,197726
2014-12-31,232808
2015-01-31,189291
2015-02-28,162475
2015-03-31,186150
2015-04-30,182833
2015-05-31,170864
2015-06-30,189497
2015-07-31,198074
