SalesDate,Sales
2013-01-31,89048
2013-02-28,82508
2013-03-31,97286
2013-04-30,89056
2013-05-31,87132
2013-06-30,81940
2013-07-31,99423
2013-08-31,87800
2013-09-30,82325
2013-10-31,87929
2013-11-30,90792
2013-12-31,109744
2014-01-31,90003
2014-02-28,83535
2014-03-31,85093
2014-04-30,89661
2014-05-31,87163
2014-06-30,81409
2014-07-31,88404
2014-08-31,82558
2014-09-30,84622
2014-10-31,88442
2014-11-30,95058
2014-12-31,113596
2015-01-31,90081
2015-02-28,81012
2015-03-31,93111
2015-04-30,86647
2015-05-31,83106
2015-06-30,89950
2015-07-31,88809
