SalesDate,Sales
2013-01-31,122557
2013-02-28,110652
2013-03-31,130485
2013-04-30,118190
2013-05-31,121682
2013-06-30,115800
2013-07-31,140856
2013-08-31,130257
2013-09-30,120027
2013-10-31,122162
2013-11-30,136696
2013-12-31,161171
2014-01-31,124789
2014-02-28,117881
2014-03-31,126104
2014-04-30,131259
2014-05-31,128941
2014-06-30,130646
2014-07-31,137242
2014-08-31,126418
2014-09-30,134143
2014-10-31,130564
2014-11-30,139737
2014-12-31,167063
2015-01-31,132745
2015-02-28,115806
2015-03-31,137620
2015-04-30,132222
2015-05-31,122574
2015-06-30,138107
2015-07-31,141676
