SalesDate,Sales
2013-01-31,103091
2013-02-28,99150
2013-03-31,118119
2013-04-30,109320
2013-05-31,108233
2013-06-30,109139
2013-07-31,129629
2013-08-31,123069
2013-09-30,110621
2013-10-31,117285
2013-11-30,118278
2013-12-31,146406
2014-01-31,113294
2014-02-28,109401
2014-03-31,114405
2014-04-30,124897
2014-05-31,121661
2014-06-30,114595
2014-07-31,131776
2014-08-31,119488
2014-09-30,128743
2014-10-31,126423
2014-11-30,126096
2014-12-31,156097
2015-01-31,124242
2015-02-28,111976
2015-03-31,127040
2015-04-30,126505
2015-05-31,118748
2015-06-30,123316
2015-07-31,141473
