SalesDate,Sales
2013-01-31,126215
2013-02-28,127357
2013-03-31,148976
2013-04-30,119802
2013-05-31,133480
2013-06-30,137058
2013-07-31,137632
2013-08-31,132702
2013-09-30,120672
2013-10-31,128073
2013-11-30,144498
2013-12-31,179374
2014-01-31,134712
2014-02-28,125171
2014-03-31,133193
2014-04-30,137628
2014-05-31,127934
2014-06-30,130188
2014-07-31,142839
2014-08-31,129896
2014-09-30,140286
2014-10-31,137523
2014-11-30,154782
2014-12-31,186357
2015-01-31,149367
2015-02-28,126798
2015-03-31,148384
2015-04-30,142950
2015-05-31,128702
2015-06-30,145237
2015-07-31,146676
