SalesDate,Sales
2013-01-31,106629
2013-02-28,101350
2013-03-31,114436
2013-04-30,109469
2013-05-31,108024
2013-06-30,105500
2013-07-31,123869
2013-08-31,114897
2013-09-30,102065
2013-10-31,110647
2013-11-30,115332
2013-12-31,129348
2014-01-31,111473
2014-02-28,103366
2014-03-31,114097
2014-04-30,115293
2014-05-31,113295
2014-06-30,110177
2014-07-31,122921
2014-08-31,108900
2014-09-30,112337
2014-10-31,114693
2014-11-30,119997
2014-12-31,134514
2015-01-31,116865
2015-02-28,101785
2015-03-31,121856
2015-04-30,115003
2015-05-31,110595
2015-06-30,119235
2015-07-31,129408
