SalesDate,Sales
2013-01-31,145068
2013-02-28,133064
2013-03-31,161487
2013-04-30,140339
2013-05-31,145058
2013-06-30,141890
2013-07-31,157826
2013-08-31,150983
2013-09-30,102352
2013-10-31,147947
2013-11-30,160259
2013-12-31,193461
2014-01-31,156382
2014-02-28,144756
2014-03-31,161956
2014-04-30,155907
2014-05-31,156276
2014-06-30,162744
2014-07-31,162995
2014-08-31,147313
2014-09-30,166493
2014-10-31,160449
2014-11-30,174573
2014-12-31,205710
2015-01-31,172169
2015-02-28,152401
2015-03-31,202151
2015-04-30,175750
2015-05-31,168455
2015-06-30,201156
2015-07-31,185836
