SalesDate,Sales
2013-01-31,170900
2013-02-28,166709
2013-03-31,191204
2013-04-30,176314
2013-05-31,176850
2013-06-30,170117
2013-07-31,205652
2013-08-31,176933
2013-09-30,165965
2013-10-31,174017
2013-11-30,175339
2013-12-31,198725
2014-01-31,170883
2014-02-28,161146
2014-03-31,176962
2014-04-30,175478
2014-05-31,172125
2014-06-30,173630
2014-07-31,186346
2014-08-31,170594
2014-09-30,179755
2014-10-31,177193
2014-11-30,181100
2014-12-31,206433
2015-01-31,182020
2015-02-28,161056
2015-03-31,190640
2015-04-30,168581
2015-05-31,156715
2015-06-30,164913
2015-07-31,163986
