SalesDate,Sales
2013-01-31,140677
2013-02-28,130976
2013-03-31,145092
2013-04-30,136498
2013-05-31,135567
2013-06-30,134756
2013-07-31,137081
2013-08-31,138660
2013-09-30,130311
2013-10-31,135897
2013-11-30,149145
2013-12-31,160043
2014-01-31,144269
2014-02-28,135241
2014-03-31,149548
2014-04-30,139068
2014-05-31,149330
2014-06-30,139770
2014-07-31,148089
2014-08-31,134026
2014-09-30,140221
2014-10-31,147332
2014-11-30,150218
2014-12-31,166326
2015-01-31,145925
2015-02-28,137011
2015-03-31,149679
2015-04-30,143197
2015-05-31,138336
2015-06-30,147709
2015-07-31,159261
