SalesDate,Sales
2013-01-31,99442
2013-02-28,94715
2013-03-31,120386
2013-04-30,109003
2013-05-31,113470
2013-06-30,108510
2013-07-31,132261
2013-08-31,123022
2013-09-30,114538
2013-10-31,126071
2013-11-30,131097
2013-12-31,155489
2014-01-31,134904
2014-02-28,126730
2014-03-31,151378
2014-04-30,148997
2014-05-31,151114
2014-06-30,150320
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,174482
2015-02-28,150004
2015-03-31,187293
2015-04-30,170838
2015-05-31,165403
2015-06-30,184199
2015-07-31,190006
