SalesDate,Sales
2013-01-31,155879
2013-02-28,147817
2013-03-31,171412
2013-04-30,148796
2013-05-31,155649
2013-06-30,154969
2013-07-31,170590
2013-08-31,181643
2013-09-30,146203
2013-10-31,153013
2013-11-30,186365
2013-12-31,216528
2014-01-31,158836
2014-02-28,147722
2014-03-31,159957
2014-04-30,166114
2014-05-31,162380
2014-06-30,161805
2014-07-31,173624
2014-08-31,174533
2014-09-30,163959
2014-10-31,162204
2014-11-30,186258
2014-12-31,225879
2015-01-31,165716
2015-02-28,152751
2015-03-31,170128
2015-04-30,168096
2015-05-31,158747
2015-06-30,167558
2015-07-31,181111
