SalesDate,Sales
2013-01-31,106586
2013-02-28,98911
2013-03-31,118780
2013-04-30,107536
2013-05-31,113087
2013-06-30,110333
2013-07-31,148251
2013-08-31,141598
2013-09-30,103735
2013-10-31,108185
2013-11-30,116826
2013-12-31,142498
2014-01-31,101149
2014-02-28,98994
2014-03-31,101987
2014-04-30,110151
2014-05-31,108880
2014-06-30,108280
2014-07-31,135035
2014-08-31,140354
2014-09-30,111431
2014-10-31,109167
2014-11-30,115092
2014-12-31,141386
2015-01-31,101767
2015-02-28,94082
2015-03-31,105462
2015-04-30,104136
2015-05-31,102909
2015-06-30,113508
2015-07-31,134897
