SalesDate,Sales
2013-01-31,362818
2013-02-28,340984
2013-03-31,375427
2013-04-30,369739
2013-05-31,377918
2013-06-30,377311
2013-07-31,375238
2013-08-31,385831
2013-09-30,346165
2013-10-31,376047
2013-11-30,383662
2013-12-31,397673
2014-01-31,387589
2014-02-28,370455
2014-03-31,396717
2014-04-30,397609
2014-05-31,411487
2014-06-30,405350
2014-07-31,446832
2014-08-31,370761
2014-09-30,389375
2014-10-31,402160
2014-11-30,398840
2014-12-31,424053
2015-01-31,411023
2015-02-28,380239
2015-03-31,419646
2015-04-30,415322
2015-05-31,408045
2015-06-30,440964
2015-07-31,456990
