SalesDate,Sales
2013-01-31,120542
2013-02-28,111021
2013-03-31,134787
2013-04-30,122003
2013-05-31,126383
2013-06-30,119013
2013-07-31,138086
2013-08-31,135126
2013-09-30,119859
2013-10-31,100037
2013-11-30,108959
2013-12-31,135189
2014-01-31,97006
2014-02-28,94687
2014-03-31,99365
2014-04-30,92220
2014-05-31,95680
2014-06-30,96546
2014-07-31,103653
2014-08-31,96052
2014-09-30,96770
2014-10-31,103385
2014-11-30,117939
2014-12-31,131079
2015-01-31,102181
2015-02-28,96435
2015-03-31,107018
2015-04-30,102883
2015-05-31,99536
2015-06-30,108710
2015-07-31,111861
