SalesDate,Sales
2013-01-31,141165
2013-02-28,136833
2013-03-31,162183
2013-04-30,145826
2013-05-31,149568
2013-06-30,152766
2013-07-31,165681
2013-08-31,162904
2013-09-30,141449
2013-10-31,147890
2013-11-30,162706
2013-12-31,194520
2014-01-31,152449
2014-02-28,150734
2014-03-31,168656
2014-04-30,160776
2014-05-31,161342
2014-06-30,150377
2014-07-31,165837
2014-08-31,151092
2014-09-30,161330
2014-10-31,155639
2014-11-30,167797
2014-12-31,210618
2015-01-31,172177
2015-02-28,153983
2015-03-31,179504
2015-04-30,169636
2015-05-31,164068
2015-06-30,176063
2015-07-31,184681
