SalesDate,Sales
2013-01-31,122508
2013-02-28,117953
2013-03-31,148142
2013-04-30,122732
2013-05-31,122443
2013-06-30,126416
2013-07-31,139544
2013-08-31,140848
2013-09-30,120904
2013-10-31,123290
2013-11-30,145388
2013-12-31,174346
2014-01-31,134119
2014-02-28,127286
2014-03-31,139037
2014-04-30,136527
2014-05-31,135690
2014-06-30,132390
2014-07-31,145899
2014-08-31,146780
2014-09-30,139172
2014-10-31,136422
2014-11-30,151341
2014-12-31,188701
2015-01-31,145389
2015-02-28,127751
2015-03-31,150756
2015-04-30,136010
2015-05-31,134409
2015-06-30,145888
2015-07-31,151193
