SalesDate,Sales
2013-01-31,133624
2013-02-28,126412
2013-03-31,149794
2013-04-30,140062
2013-05-31,140263
2013-06-30,137252
2013-07-31,149261
2013-08-31,141193
2013-09-30,123496
2013-10-31,140760
2013-11-30,137436
2013-12-31,169227
2014-01-31,141326
2014-02-28,133733
2014-03-31,148491
2014-04-30,146904
2014-05-31,149080
2014-06-30,147552
2014-07-31,150431
2014-08-31,141496
2014-09-30,146725
2014-10-31,140804
2014-11-30,147564
2014-12-31,170845
2015-01-31,146771
2015-02-28,129277
2015-03-31,150287
2015-04-30,145910
2015-05-31,137655
2015-06-30,156117
2015-07-31,149902
