SalesDate,Sales
2013-01-31,151880
2013-02-28,146353
2013-03-31,173338
2013-04-30,158307
2013-05-31,155808
2013-06-30,156460
2013-07-31,174600
2013-08-31,161310
2013-09-30,144124
2013-10-31,150774
2013-11-30,156559
2013-12-31,179760
2014-01-31,150611
2014-02-28,143329
2014-03-31,159291
2014-04-30,160638
2014-05-31,159825
2014-06-30,150470
2014-07-31,172582
2014-08-31,150028
2014-09-30,157075
2014-10-31,158892
2014-11-30,160506
2014-12-31,179747
2015-01-31,149098
2015-02-28,139953
2015-03-31,168647
2015-04-30,151593
2015-05-31,154414
2015-06-30,160206
2015-07-31,168033
