SalesDate,Sales
2013-01-31,160373
2013-02-28,154990
2013-03-31,182042
2013-04-30,161352
2013-05-31,166304
2013-06-30,161332
2013-07-31,180011
2013-08-31,183779
2013-09-30,157133
2013-10-31,170545
2013-11-30,176619
2013-12-31,209755
2014-01-31,167808
2014-02-28,158784
2014-03-31,170434
2014-04-30,181078
2014-05-31,177304
2014-06-30,163872
2014-07-31,176194
2014-08-31,167002
2014-09-30,167983
2014-10-31,169337
2014-11-30,172549
2014-12-31,207201
2015-01-31,175079
2015-02-28,155187
2015-03-31,173449
2015-04-30,172133
2015-05-31,164064
2015-06-30,171068
2015-07-31,182367
