SalesDate,Sales
2013-01-31,146155
2013-02-28,141157
2013-03-31,165633
2013-04-30,147045
2013-05-31,149854
2013-06-30,147459
2013-07-31,171497
2013-08-31,175096
2013-09-30,141826
2013-10-31,149105
2013-11-30,161495
2013-12-31,200562
2014-01-31,149338
2014-02-28,146787
2014-03-31,152854
2014-04-30,154786
2014-05-31,151771
2014-06-30,151596
2014-07-31,167351
2014-08-31,167101
2014-09-30,158001
2014-10-31,156408
2014-11-30,166411
2014-12-31,203952
2015-01-31,156557
2015-02-28,140302
2015-03-31,161849
2015-04-30,159745
2015-05-31,145621
2015-06-30,163261
2015-07-31,172736
