SalesDate,Sales
2013-01-31,256278
2013-02-28,239349
2013-03-31,294130
2013-04-30,254172
2013-05-31,263627
2013-06-30,257796
2013-07-31,283214
2013-08-31,284855
2013-09-30,244369
2013-10-31,283747
2013-11-30,284527
2013-12-31,364752
2014-01-31,250004
2014-02-28,233410
2014-03-31,252483
2014-04-30,254952
2014-05-31,258083
2014-06-30,255320
2014-07-31,291843
2014-08-31,271406
2014-09-30,257377
2014-10-31,264927
2014-11-30,273108
2014-12-31,367651
2015-01-31,253974
2015-02-28,234596
2015-03-31,262423
2015-04-30,253451
2015-05-31,243973
2015-06-30,261067
2015-07-31,293000
