SalesDate,Sales
2013-01-31,233089
2013-02-28,228148
2013-03-31,254534
2013-04-30,245513
2013-05-31,247337
2013-06-30,249371
2013-07-31,269455
2013-08-31,260120
2013-09-30,230037
2013-10-31,232011
2013-11-30,227185
2013-12-31,250726
2014-01-31,221259
2014-02-28,209558
2014-03-31,252237
2014-04-30,234126
2014-05-31,234478
2014-06-30,237282
2014-07-31,245167
2014-08-31,218263
2014-09-30,235484
2014-10-31,227210
2014-11-30,244276
2014-12-31,271565
2015-01-31,243618
2015-02-28,216381
2015-03-31,262526
2015-04-30,241122
2015-05-31,234408
2015-06-30,259116
2015-07-31,265050
