SalesDate,Sales
2013-01-31,204424
2013-02-28,192231
2013-03-31,226209
2013-04-30,206015
2013-05-31,212236
2013-06-30,206102
2013-07-31,235345
2013-08-31,239115
2013-09-30,202317
2013-10-31,197811
2013-11-30,235637
2013-12-31,261797
2014-01-31,224731
2014-02-28,210270
2014-03-31,225260
2014-04-30,227165
2014-05-31,221814
2014-06-30,225140
2014-07-31,231811
2014-08-31,212059
2014-09-30,219395
2014-10-31,213827
2014-11-30,237250
2014-12-31,263826
2015-01-31,233972
2015-02-28,200357
2015-03-31,230025
2015-04-30,211554
2015-05-31,206464
2015-06-30,227351
2015-07-31,238321
