SalesDate,Sales
2013-01-31,147315
2013-02-28,139964
2013-03-31,168522
2013-04-30,149254
2013-05-31,158643
2013-06-30,159047
2013-07-31,174191
2013-08-31,165748
2013-09-30,151905
2013-10-31,156296
2013-11-30,157032
2013-12-31,199614
2014-01-31,159367
2014-02-28,150553
2014-03-31,168566
2014-04-30,165780
2014-05-31,174523
2014-06-30,169247
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,174488
2015-02-28,152437
2015-03-31,179390
2015-04-30,175116
2015-05-31,172823
2015-06-30,185953
2015-07-31,196254
