SalesDate,Sales
2013-01-31,156488
2013-02-28,155880
2013-03-31,186644
2013-04-30,168845
2013-05-31,175349
2013-06-30,171093
2013-07-31,233550
2013-08-31,193961
2013-09-30,176362
2013-10-31,191171
2013-11-30,194913
2013-12-31,225999
2014-01-31,218252
2014-02-28,200359
2014-03-31,213634
2014-04-30,208682
2014-05-31,212165
2014-06-30,215895
2014-07-31,228717
2014-08-31,215575
2014-09-30,224575
2014-10-31,210476
2014-11-30,204838
2014-12-31,248767
2015-01-31,218362
2015-02-28,188242
2015-03-31,224875
2015-04-30,210216
2015-05-31,200951
2015-06-30,235132
2015-07-31,224113
