SalesDate,Sales
2013-01-31,180713
2013-02-28,179603
2013-03-31,201317
2013-04-30,188988
2013-05-31,185673
2013-06-30,180873
2013-07-31,214877
2013-08-31,200001
2013-09-30,186202
2013-10-31,191517
2013-11-30,191722
2013-12-31,228600
2014-01-31,196041
2014-02-28,191947
2014-03-31,202965
2014-04-30,206240
2014-05-31,207349
2014-06-30,194974
2014-07-31,203493
2014-08-31,200447
2014-09-30,200906
2014-10-31,201903
2014-11-30,210391
2014-12-31,236677
2015-01-31,215650
2015-02-28,195500
2015-03-31,213054
2015-04-30,207309
2015-05-31,200346
2015-06-30,219193
2015-07-31,217696
