SalesDate,Sales
2013-01-31,77810
2013-02-28,74546
2013-03-31,80706
2013-04-30,77306
2013-05-31,72461
2013-06-30,70137
2013-07-31,83768
2013-08-31,74250
2013-09-30,73979
2013-10-31,76469
2013-11-30,75900
2013-12-31,87543
2014-01-31,76026
2014-02-28,71471
2014-03-31,79872
2014-04-30,79732
2014-05-31,80793
2014-06-30,76457
2014-07-31,82520
2014-08-31,76247
2014-09-30,82359
2014-10-31,82422
2014-11-30,84404
2014-12-31,89432
2015-01-31,78595
2015-02-28,70639
2015-03-31,84368
2015-04-30,79301
2015-05-31,74942
2015-06-30,83194
2015-07-31,83513
