SalesDate,Sales
2013-01-31,200369
2013-02-28,174332
2013-03-31,213439
2013-04-30,191732
2013-05-31,194399
2013-06-30,194156
2013-07-31,233021
2013-08-31,223998
2013-09-30,199061
2013-10-31,204159
2013-11-30,202384
2013-12-31,253275
2014-01-31,203469
2014-02-28,192210
2014-03-31,207182
2014-04-30,211732
2014-05-31,205355
2014-06-30,206902
2014-07-31,230723
2014-08-31,219643
2014-09-30,218497
2014-10-31,216139
2014-11-30,214329
2014-12-31,272185
2015-01-31,212673
2015-02-28,193827
2015-03-31,227810
2015-04-30,220759
2015-05-31,210872
2015-06-30,222528
2015-07-31,238676
