SalesDate,Sales
2013-01-31,150286
2013-02-28,144860
2013-03-31,174723
2013-04-30,152097
2013-05-31,155402
2013-06-30,160818
2013-07-31,155299
2013-08-31,141852
2013-09-30,137634
2013-10-31,142267
2013-11-30,148210
2013-12-31,180373
2014-01-31,138544
2014-02-28,133256
2014-03-31,152726
2014-04-30,144774
2014-05-31,148377
2014-06-30,142063
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,156338
2015-02-28,136995
2015-03-31,163001
2015-04-30,144834
2015-05-31,139685
2015-06-30,138997
2015-07-31,159012
