SalesDate,Sales
2013-01-31,116684
2013-02-28,112133
2013-03-31,137602
2013-04-30,124007
2013-05-31,118766
2013-06-30,120080
2013-07-31,146563
2013-08-31,129413
2013-09-30,119838
2013-10-31,118700
2013-11-30,112840
2013-12-31,133034
2014-01-31,111076
2014-02-28,107681
2014-03-31,121674
2014-04-30,111495
2014-05-31,114224
2014-06-30,116827
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,113951
2015-02-28,104440
2015-03-31,121744
2015-04-30,114217
2015-05-31,106080
2015-06-30,125014
2015-07-31,116208
