SalesDate,Sales
2013-01-31,122934
2013-02-28,115823
2013-03-31,131329
2013-04-30,118226
2013-05-31,118871
2013-06-30,113801
2013-07-31,132905
2013-08-31,121308
2013-09-30,114874
2013-10-31,116793
2013-11-30,119130
2013-12-31,142768
2014-01-31,124238
2014-02-28,115956
2014-03-31,131147
2014-04-30,128972
2014-05-31,133851
2014-06-30,125607
2014-07-31,132902
2014-08-31,134168
2014-09-30,92019
2014-10-31,127390
2014-11-30,134251
2014-12-31,154086
2015-01-31,138606
2015-02-28,132346
2015-03-31,143980
2015-04-30,138224
2015-05-31,134651
2015-06-30,144764
2015-07-31,143373
