SalesDate,Sales
2013-01-31,130298
2013-02-28,124401
2013-03-31,140666
2013-04-30,130922
2013-05-31,135371
2013-06-30,131935
2013-07-31,131712
2013-08-31,134296
2013-09-30,129715
2013-10-31,135972
2013-11-30,135766
2013-12-31,140009
2014-01-31,125717
2014-02-28,121978
2014-03-31,130506
2014-04-30,131126
2014-05-31,134045
2014-06-30,134710
2014-07-31,142857
2014-08-31,128292
2014-09-30,136145
2014-10-31,137038
2014-11-30,137138
2014-12-31,146640
2015-01-31,135357
2015-02-28,124488
2015-03-31,143393
2015-04-30,136774
2015-05-31,129745
2015-06-30,146376
2015-07-31,143842
