SalesDate,Sales
2013-01-31,174174
2013-02-28,165460
2013-03-31,192506
2013-04-30,176123
2013-05-31,174351
2013-06-30,169000
2013-07-31,193911
2013-08-31,206095
2013-09-30,168818
2013-10-31,171197
2013-11-30,199509
2013-12-31,224921
2014-01-31,185296
2014-02-28,172878
2014-03-31,185879
2014-04-30,181601
2014-05-31,168750
2014-06-30,171843
2014-07-31,185725
2014-08-31,180574
2014-09-30,177557
2014-10-31,171369
2014-11-30,191295
2014-12-31,223218
2015-01-31,182066
2015-02-28,162700
2015-03-31,191736
2015-04-30,180153
2015-05-31,161368
2015-06-30,186360
2015-07-31,192704
