SalesDate,Sales
2013-01-31,113804
2013-02-28,106710
2013-03-31,122055
2013-04-30,114742
2013-05-31,118810
2013-06-30,107511
2013-07-31,119316
2013-08-31,116961
2013-09-30,106997
2013-10-31,113289
2013-11-30,120515
2013-12-31,123252
2014-01-31,110943
2014-02-28,105267
2014-03-31,114958
2014-04-30,113935
2014-05-31,114974
2014-06-30,117938
2014-07-31,121206
2014-08-31,110533
2014-09-30,118009
2014-10-31,120254
2014-11-30,118634
2014-12-31,134793
2015-01-31,115309
2015-02-28,114781
2015-03-31,130909
2015-04-30,119304
2015-05-31,112723
2015-06-30,127764
2015-07-31,130034
