SalesDate,Sales
2013-01-31,215531
2013-02-28,200850
2013-03-31,231196
2013-04-30,217658
2013-05-31,219337
2013-06-30,212427
2013-07-31,241297
2013-08-31,227781
2013-09-30,208800
2013-10-31,217973
2013-11-30,226768
2013-12-31,260588
2014-01-31,223189
2014-02-28,209080
2014-03-31,217255
2014-04-30,225357
2014-05-31,225394
2014-06-30,214830
2014-07-31,230861
2014-08-31,206075
2014-09-30,212622
2014-10-31,215359
2014-11-30,220123
2014-12-31,249980
2015-01-31,220742
2015-02-28,189686
2015-03-31,219375
2015-04-30,213536
2015-05-31,201845
2015-06-30,217647
2015-07-31,233160
