SalesDate,Sales
2013-01-31,237681
2013-02-28,223321
2013-03-31,279191
2013-04-30,248588
2013-05-31,245414
2013-06-30,244627
2013-07-31,297451
2013-08-31,277365
2013-09-30,235381
2013-10-31,243704
2013-11-30,255773
2013-12-31,329236
2014-01-31,253020
2014-02-28,241229
2014-03-31,244086
2014-04-30,241895
2014-05-31,247212
2014-06-30,236442
2014-07-31,255829
2014-08-31,253598
2014-09-30,245010
2014-10-31,255410
2014-11-30,245677
2014-12-31,286387
2015-01-31,224838
2015-02-28,201279
2015-03-31,234970
2015-04-30,205423
2015-05-31,201938
2015-06-30,223783
2015-07-31,214556
