SalesDate,Sales
2013-01-31,183631
2013-02-28,162680
2013-03-31,178821
2013-04-30,159976
2013-05-31,170604
2013-06-30,155312
2013-07-31,185065
2013-08-31,170485
2013-09-30,155968
2013-10-31,168311
2013-11-30,161411
2013-12-31,211307
2014-01-31,165333
2014-02-28,157652
2014-03-31,188501
2014-04-30,185552
2014-05-31,192557
2014-06-30,180655
2014-07-31,124805
2014-08-31,189251
2014-09-30,186518
2014-10-31,164726
2014-11-30,180822
2014-12-31,208989
2015-01-31,178702
2015-02-28,163103
2015-03-31,181770
2015-04-30,179742
2015-05-31,175556
2015-06-30,190354
2015-07-31,185997
