SalesDate,Sales
2013-01-31,212694
2013-02-28,204368
2013-03-31,243548
2013-04-30,216749
2013-05-31,225833
2013-06-30,212104
2013-07-31,254296
2013-08-31,229155
2013-09-30,212872
2013-10-31,218501
2013-11-30,232042
2013-12-31,244149
2014-01-31,206336
2014-02-28,204437
2014-03-31,215895
2014-04-30,211190
2014-05-31,211594
2014-06-30,204330
2014-07-31,215502
2014-08-31,212054
2014-09-30,208711
2014-10-31,206746
2014-11-30,219068
2014-12-31,251437
2015-01-31,225363
2015-02-28,202207
2015-03-31,227898
2015-04-30,218788
2015-05-31,208531
2015-06-30,216282
2015-07-31,212628
