SalesDate,Sales
2013-01-31,162291
2013-02-28,155789
2013-03-31,184891
2013-04-30,170261
2013-05-31,162109
2013-06-30,161548
2013-07-31,180234
2013-08-31,170282
2013-09-30,157302
2013-10-31,166836
2013-11-30,182867
2013-12-31,220049
2014-01-31,171924
2014-02-28,164964
2014-03-31,173735
2014-04-30,180147
2014-05-31,186013
2014-06-30,178934
2014-07-31,204247
2014-08-31,202470
2014-09-30,190472
2014-10-31,195413
2014-11-30,208635
2014-12-31,252845
2015-01-31,204058
2015-02-28,182000
2015-03-31,209134
2015-04-30,203752
2015-05-31,199957
2015-06-30,203078
2015-07-31,229341
