SalesDate,Sales
2013-01-31,93942
2013-02-28,90935
2013-03-31,106354
2013-04-30,99585
2013-05-31,97316
2013-06-30,101071
2013-07-31,112690
2013-08-31,97774
2013-09-30,93393
2013-10-31,101491
2013-11-30,102500
2013-12-31,116925
2014-01-31,96304
2014-02-28,95285
2014-03-31,101749
2014-04-30,98486
2014-05-31,100326
2014-06-30,98289
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,96446
2015-02-28,88103
2015-03-31,104536
2015-04-30,94377
2015-05-31,91734
2015-06-30,99583
2015-07-31,106837
